Original row	rang	immuno_gene	Significance	fdr	NASH_gene	Score (d)	Numerator (r)	Denominator (s+s0)	Fold Change	Healthy Obese1	Healthy Obese2	Healthy Obese3	Healthy Obese4	Healthy Obese5	Healthy Obese6	Healthy Obese7	Healthy Obese8	Healthy Obese9	Healthy Obese10	Healthy Obese11	Healthy Obese12	Healthy Obese13	Healthy Obese14	Healthy Obese15	Healthy Obese16	Healthy Obese17	Healthy Obese18	Healthy Obese19	Healthy Obese20	Healthy Obese21	Healthy Obese22	Healthy Obese23	Healthy Obese24	NASH1	NASH2	NASH3	NASH4	NASH5	NASH6	NASH7	NASH8	NASH9	NASH10	NASH11	NASH12	NASH13	NASH14	NASH15	NASH16	NASH17	NASH18	NASH19	NASH20	NASH21	NASH22	NASH23	NASH24
278	203	SELP	6.316472e-03	0.023846399	SELP	2.5954309	0.31677723	0.12205189	1,2318629	4.5291705	5.6872797	5.244032	6.1042256	5.5032277	4.956231	4.7049327	5.0851955	4.6187854	5.1285715	5.1966634	5.073353	5.0081925	4.3974404	4.965046	4.8035088	4.8238354	4.5041857	4.9371448	5.3358583	5.156621	5.256489	5.105488	5.181135	4.7193522	5.8698897	5.027587	5.4615674	5.133474	5.476084	5.0824456	6.0312543	5.1125236	5.611745	5.290801	5.2323527	5.0868864	5.7620544	5.3050694	5.564716	5.3431334	5.508385	5.7318277	5.4343166	5.529725	4.9147415	4.9637384	5.715626
65	241	CD48	8.731748e-03	0.028079272	CD48	1.7129644	0.3188386	0.18613264	1,2307812	5.2154317	5.8027306	5.4917526	6.620149	4.8267913	5.4491835	5.9186783	5.475797	5.8660336	6.5547748	5.080372	4.8949847	5.5418873	5.2158136	6.6140532	5.972588	5.5417023	5.5803666	6.370988	6.9002934	6.3944592	6.3406725	5.04054	5.8104815	4.8736424	5.7909946	5.4815607	6.3978395	4.954654	5.7497416	5.8337984	5.8087654	5.9907794	6.43179	6.5871706	5.8552976	6.7685037	6.0919414	7.0233397	6.8922906	6.0341907	5.779285	6.8585663	6.016782	6.2074256	6.468309	6.5993314	5.6766577
138	326	HGF	1.827266e-02	0.043439601	HGF	1.7753117	0.3259492	0.18360111	1,2293164	6.2187395	8.143127	8.093903	8.648429	6.794113	6.654746	7.575665	7.7644825	7.1078315	7.965724	7.0592265	6.8744926	7.65237	6.5158305	7.7622757	7.1089063	7.5116954	6.6962404	7.4342813	7.6118164	8.432803	7.445975	7.177457	7.303987	6.86033	8.823611	7.6933484	7.17585	7.1459904	6.9269485	7.7909594	8.627255	7.5713105	7.7319527	7.22596	7.9615364	8.843908	7.6939516	7.752339	7.913105	7.1176534	7.707053	8.086729	7.750097	7.8085494	7.387754	7.9796295	7.801066
202	271	KITLG	1.143927e-02	0.032566870	KITLG	1.7926348	0.226681	0.1264513	1,2235968	3.283991	3.938837	3.8195186	3.5947547	3.6435432	3.5212557	3.7529502	3.6971872	3.3454542	3.7350903	3.599632	3.6035304	4.0577087	3.6359413	3.657402	3.3448515	3.0976286	3.459401	3.97821	3.8000486	3.8540041	3.696807	3.45547	3.8373723	3.9772172	5.272008	3.2549706	3.306597	3.5501235	3.77391	3.6551833	4.5103025	3.6798863	3.5910654	3.079043	4.0482416	4.215694	3.464832	4.111881	4.2985587	3.866586	3.9680743	3.7576609	3.232194	4.0654087	3.9093618	4.2058654	4.056282
196	38	ITGB2	3.499403e-04	0.007136940	ITGB2	2.2359245	0.31300735	0.13999012	1,2172172	7.0684805	8.271152	6.739502	8.276845	6.9626665	7.179676	7.5263963	7.479068	7.523148	7.9510813	6.640007	7.0472164	7.6337533	7.4001017	7.991211	7.528291	7.6102867	8.017269	8.015575	8.313171	8.034016	7.7924123	7.478646	7.5981827	7.674707	7.963165	7.4404106	7.728585	7.405178	7.827593	7.582697	7.19246	8.179066	8.154469	8.038577	7.814298	8.390932	7.6738744	8.5561905	8.372955	8.100615	7.8023386	8.598775	7.7660255	7.7890534	7.9822187	7.9260693	7.63014
296	113	TGFB1	2.061948e-03	0.013908992	TGFB1	2.3598573	0.3110547	0.13181081	1,2108638	5.777656	7.2549887	6.0873423	7.674897	6.5335765	6.3660965	6.850361	6.465512	6.7877116	7.2340965	6.8030014	6.4043818	7.035768	6.018613	7.300377	6.6741834	6.6418204	6.872266	6.8954787	7.388017	7.276703	6.9535666	6.767296	6.960113	6.900662	7.4776654	6.8470263	7.126546	6.440825	6.7489653	6.8854513	7.113171	7.0630007	7.3913107	6.975495	6.746997	7.286145	7.23611	7.5581727	7.180295	7.167776	7.00518	7.803259	7.0900435	7.0550666	6.954384	6.835645	7.599944
162	31	IL18	2.981281e-04	0.007136940	IL18	2.0954018	0.33538437	0.1600573	1,2085612	3.4893773	5.3070583	3.4259145	5.231115	3.5407512	4.0228596	4.30788	3.5742376	4.25955	4.5151362	3.4827354	3.4095953	3.990226	3.3848178	4.2737217	4.3198514	4.1172805	3.644822	4.2860866	5.083096	4.251826	3.7809346	3.790558	3.8670356	4.409807	4.7057705	4.2051997	4.278237	4.6068172	3.738877	4.069459	4.9893365	4.109045	4.8665986	3.7105272	4.4005094	4.465869	3.9855797	4.9969254	5.088107	4.2884607	4.010256	4.8260593	4.0022397	4.026049	4.522173	4.806373	4.297432
14	97	BCL2	1.552867e-03	0.012398676	BCL2	2.927563	0.26092243	0.089126155	1,2015609	5.3210893	5.982866	5.5782638	5.9993954	5.493889	5.2018423	5.522989	5.5584073	6.023067	5.6548815	5.5675383	5.394002	5.4888086	5.4436207	5.6137056	5.5169554	5.647059	5.6827464	5.6882668	6.0240345	6.0118756	5.872629	5.593468	5.608007	5.9049654	6.3471584	5.8761325	5.3616133	5.841124	5.6798377	5.9954967	6.369026	5.762523	6.175038	5.8706985	5.9295316	5.8791018	6.0748773	5.9672384	6.1984625	5.6508093	5.927366	6.3803606	5.780754	5.832303	5.6628704	5.5878234	5.696414
114	182	DPP4	5.096104e-03	0.021612112	DPP4	1.8466166	0.23055172	0.124850884	1,1950333	8.593595	9.259985	9.218681	8.891986	9.309672	9.067168	9.039771	8.890095	8.845251	9.425193	9.406945	9.265893	8.908163	8.607035	9.13058	8.604185	8.860542	8.415102	9.471212	9.064835	8.637414	9.211218	9.289917	8.572358	8.217059	8.820239	9.556189	9.056128	8.995554	9.258315	9.322235	9.430981	9.076179	9.136271	8.651327	10.198221	9.688278	8.983018	9.18493	9.63538	9.106491	9.030918	8.970461	8.938328	9.409512	9.562415	9.4143	9.877316
62	84	CD44	1.198345e-03	0.011056161	CD44	1.787402	0.33159733	0.18551916	1,1877378	7.1073236	9.369647	7.957502	9.045276	7.5990143	7.5416017	8.517543	8.292476	8.227524	8.993311	7.2182117	7.5249	8.85289	7.392754	9.072517	8.4022045	8.393989	8.140806	8.623525	9.159357	9.328053	8.938444	8.193613	8.560257	7.3277593	9.165254	8.741985	8.411379	8.247484	8.236206	8.405046	8.242239	8.542421	8.703821	8.884017	8.433755	9.105611	8.732619	9.38615	9.0642605	8.671831	8.996306	9.474731	8.604801	8.564494	8.886213	8.618529	8.964141
147	86	ICOS	1.239130e-03	0.011123269	ICOS	1.6437424	0.21587014	0.13132845	1,1852742	2.8961337	3.7271664	2.910153	2.9678612	2.7777543	2.9730577	2.6967354	2.9567046	3.137807	2.9881134	2.648559	2.8757858	2.570019	2.807354	3.6132886	3.161836	2.8495517	3.0134802	3.0602233	2.9309714	3.8132186	3.7286003	3.101901	3.3346052	3.0426013	3.9246507	3.0041332	3.142958	3.1085496	2.9530058	3.1978762	3.4283426	3.1129088	3.11848	3.119648	3.1270287	4.09394	3.6717184	4.584775	3.6990016	2.951103	3.1075304	3.4481828	2.9387329	2.8233774	3.2080953	2.855389	3.0597312
288	94	STAT1	1.496688e-03	0.012209328	STAT1	2.038751	0.24798107	0.12163383	1,1844541	8.888158	9.100486	9.234713	9.63441	8.768381	8.744226	8.830233	8.741058	8.537019	8.828424	8.316448	9.033832	8.764024	8.941462	9.11071	9.609675	9.121187	8.723619	9.188002	9.816805	9.570368	9.179876	9.106798	8.829235	9.571013	9.158708	8.866579	9.103712	8.717375	8.6146555	9.062628	9.35352	9.039693	9.050396	10.130312	9.449542	9.602454	9.109282	9.817556	9.480655	9.576405	9.377746	9.616939	9.28683	9.002689	9.353168	9.196237	9.032612
219	327	MARCKS	1.833459e-02	0.043453549	MARCKS	2.1510692	0.25085688	0.116619624	1,1755582	6.791259	7.011495	6.3102837	7.7388	6.859173	7.208828	6.598494	6.992263	6.6070247	7.1792006	6.5074344	6.2876368	6.916887	5.809503	6.990985	7.0251145	6.8413725	6.606011	6.9367595	6.9763618	7.2712917	6.905141	6.924368	6.932762	6.6020885	7.8363676	6.7394853	7.055626	6.800967	6.949282	7.226997	7.196177	7.4583683	7.1367445	6.938384	7.273448	7.161796	7.0644135	7.4585366	6.8853464	7.0321913	7.2729516	7.554383	7.163796	6.87447	6.836147	6.736201	6.9948187
34	303	CCND1	1.475909e-02	0.037675345	CCND1	2.710842	0.21849823	0.08060161	1,1667469	7.000397	7.2015076	6.789883	6.7319493	7.001735	6.7675056	6.55431	6.5766726	6.615423	6.492888	6.5882006	6.8723226	6.5357976	6.742007	7.0431285	6.7293854	6.7982807	6.9097757	6.765609	6.6475453	6.7374935	6.30488	6.7061896	6.875699	7.4872513	7.1293316	6.622623	6.903064	6.7085915	6.957476	7.215235	7.286125	7.009039	6.7094426	7.1381326	7.0233593	6.5533786	7.157478	6.7891526	7.0318713	7.033734	6.819734	7.0909324	7.189805	6.9040036	6.6713705	6.9388223	6.8625736
73	150	CD74	3.033880e-03	0.015675049	CD74	1.8303385	0.25949478	0.1417742	1,1583645	10.701151	11.646757	10.322805	12.128174	10.843902	10.902154	11.1751375	11.200956	11.269914	11.653677	10.8927145	10.645724	11.346322	9.919434	11.581293	11.450294	11.008703	11.680331	11.557424	11.962815	11.613651	11.417065	11.452063	11.441578	11.1249275	11.543347	11.159666	11.371106	11.026163	11.570492	11.387101	10.852158	11.815705	11.895364	11.434932	11.137954	11.642498	11.556326	12.119356	11.305705	11.6763315	11.642238	12.124214	11.517949	11.366753	11.479487	11.591321	11.700821
9	140	ANXA6	2.705169e-03	0.014975044	ANXA6	1.8333526	0.19976234	0.10896014	1,153535	10.687961	10.409118	10.108788	10.361889	10.409066	10.029451	10.209269	10.251152	9.6875105	10.141243	9.905855	10.290978	10.31025	10.793629	10.616957	9.929147	10.638744	10.309609	10.786016	10.12771	10.518064	10.717195	10.018769	10.400038	10.05163	10.110612	10.283317	10.599117	10.16918	10.267369	10.409484	11.060637	10.423248	9.872429	10.797796	11.075139	10.186016	10.673341	10.565413	10.773209	10.65494	10.670665	10.183598	10.5972395	11.016073	10.555316	10.669032	10.787893
133	338	GLI2	2.097480e-02	0.048093104	GLI2	1.7401526	0.17393589	0.09995439	1,1511072	4.4753456	4.6298447	4.378246	4.3337116	4.4995813	4.2126265	4.295514	4.3294473	4.3474174	4.1679397	4.6119614	4.5250545	4.6293693	3.8902533	4.1993127	4.2128396	4.4538865	4.327576	4.116287	4.337315	4.2081833	4.129113	4.5616355	4.403224	4.771923	4.507421	4.1228404	4.4688883	4.814017	5.196117	4.5939507	4.92274	5.0643787	3.9497287	4.639794	4.5602736	4.0435925	4.7340603	4.3052773	4.4997597	3.9176958	4.8092694	4.3441157	4.5516477	4.78889	4.4957185	3.8931632	4.4548798
204	273	KLRD1	1.147194e-02	0.032566870	KLRD1	1.6660229	0.20714092	0.12433258	1,1490669	3.6654148	4.0103	4.0051246	4.5661607	3.801302	3.769215	4.185227	3.6855989	4.403888	4.798933	4.147535	4.4169836	4.6208196	4.129333	4.1973114	4.468522	4.0889144	4.0751743	4.576647	5.289518	4.2103586	4.2633533	3.9722767	4.1463137	4.050798	3.9589176	4.074187	5.2455597	4.0539956	4.301001	4.658674	4.088464	4.0346203	4.817167	4.621937	4.7011704	4.7569733	4.089521	3.939834	4.6941032	4.7611237	4.6465025	4.225617	4.384762	4.5282607	4.9173484	4.6149893	4.300076
241	19	NFKB1	1.669480e-04	0.006059797	NFKB1	1.6336845	0.17439365	0.10674867	1,1369458	7.872882	8.269574	7.943886	7.981192	7.69433	7.461495	8.444092	7.8613677	7.804498	8.044946	8.035157	7.54458	7.798245	7.7987156	8.15822	7.6100698	7.58549	7.179359	7.9179363	7.930757	8.317069	7.5193496	7.7008986	7.8469114	8.0361595	9.142452	7.8430066	7.8851123	8.39302	7.5022306	7.7837205	8.048224	7.8056808	8.271901	7.9963984	8.033037	8.43407	7.909631	7.965629	8.28898	7.891285	7.9200068	7.909	7.7873573	8.033213	7.7507257	7.952309	7.9232736
232	304	MTOR	1.477846e-02	0.037675345	MTOR	1.9485271	0.16843414	0.08644178	1,1190802	8.733472	7.932109	7.835783	7.9770503	7.8948803	8.091048	7.7964272	8.012418	7.7656302	7.6699247	7.664712	8.038356	7.993678	8.535794	7.9125967	8.139769	7.7173553	8.24104	8.012228	8.076556	8.2375765	7.947604	8.018283	8.026867	8.096659	7.592971	7.9320908	8.393652	8.04184	8.188681	8.086645	8.608778	8.252952	8.081783	8.148495	8.702284	8.191925	8.2066965	8.203593	8.261185	8.102159	8.173741	8.041504	8.155329	8.348406	8.021774	8.099917	8.38053
265	126	RAG2	2.422635e-03	0.014751696	RAG2	1.8407485	0.14943361	0.08118089	1,1120498	2.4879313	2.54162	2.4456394	2.2272403	2.6841211	2.4960775	2.1233153	2.5226977	2.3350182	1.9803958	2.6607363	2.7746391	2.3484588	2.143833	2.4290261	2.2327507	2.0892208	2.389609	2.3127708	2.2257254	2.5087383	2.464027	2.1280437	2.1691816	2.3924222	2.477828	2.5637813	2.3111641	2.3997247	2.358818	2.487836	2.47099	2.252026	2.2200255	2.4283676	2.7267199	3.1336458	2.9401858	2.525105	2.8431158	2.2924857	2.7689202	2.2761695	2.4345276	2.5464725	2.4887514	2.4279897	2.5401666
208	222	LAMP1	7.233744e-03	0.025126123	LAMP1	1.9114307	0.123319626	0.064516924	1,0857496	10.642704	10.163259	9.902094	10.320416	10.285835	10.359207	10.173698	10.188194	9.9326105	10.044005	10.335379	10.100157	10.172082	10.122145	10.100966	9.8969145	9.919584	10.215921	10.220181	10.032136	9.977488	10.321612	10.331874	10.237318	10.185267	10.144022	10.28925	10.325417	10.385029	10.349881	10.239858	10.397168	10.2660675	10.214637	10.290626	10.666676	10.316649	10.413141	10.402334	10.301717	10.252697	10.286811	10.426186	10.376376	10.168611	10.017796	10.062673	10.176586
